source_id,p,p_er,theta,theta_er,q,q_er,u,u_er,Rmag,exposure,airmass,N0,N1,N2,N3,sN0,sN1,sN2,sN3,bgr0,bgr1,bgr2,bgr3,inner_aperture0,inner_aperture1,inner_aperture2,inner_aperture3,apert0,apert1,apert2,apert3
IT_1627-0145609,0.01555,0.00103,-0.61,0.0332,0.00535,0.00096,-0.01461,0.00104,14.54,564,1.28,1133749,1097776,1124251,1109836,1639,1634,1527,1514,2431.2,2459.5,2472.4,2420.5,16.11,16.11,14.21,14.21,3.66,3.66,3.23,3.23
IT_1617-0134902,0.03272,0.00148,-0.5723,0.0226,0.01353,0.00134,-0.02979,0.0015,13.37,108,1.557,530500,498291,539173,523619,1088,1098,1025,994,1282.8,1385.5,1398.1,1272,14.52,14.52,12.39,12.39,3.73,3.73,3.19,3.19
IT_1627-0144517,0.02452,0.00306,-0.3756,0.0631,0.01792,0.00302,-0.01673,0.00311,14.98,290,1.261,213279,205633,222852,214530,942,899,931,936,960.9,859.5,895.6,918.7,16.84,16.84,17.04,17.04,4.18,4.18,4.23,4.23
IT_1626-0143778,0.01883,0.00233,-0.3905,0.0626,0.01337,0.0023,-0.01326,0.00236,15.66,867,1.261,438611,425840,459344,446231,1458,1434,1489,1462,1408.2,1360.3,1403.2,1350.5,21.44,21.44,21.87,21.87,3.75,3.75,3.82,3.82
IT_1621-0143786,0.00307,0.00197,-0.5581,0.432,0.00135,0.00183,-0.00276,0.002,14.97,429,1.305,424230,420599,414000,411970,1254,1133,1032,1103,1911.1,1434.2,1493.1,1844.2,15.68,15.68,13.48,13.48,4.26,4.26,3.66,3.66
IT_1626-0143720,0.0216,0.00306,-0.6074,0.0719,0.00753,0.00313,-0.02025,0.00305,15.23,372,1.319,282169,270139,279393,274609,1173,1210,1246,1206,878.2,958.6,951,880.9,21.83,21.83,22.53,22.53,3.75,3.75,3.87,3.87
IT_1619-0138981,0.02621,0.00131,-0.4373,0.0249,0.01681,0.00126,-0.02011,0.00134,14.23,213,1.262,663921,635811,659222,636018,1237,1221,1162,1152,1158.6,1142.7,1147.6,1148.6,17.33,17.33,15.69,15.69,3.55,3.55,3.21,3.21
IT_1625-0144222,0.0141,0.0021,-0.619,0.0757,0.0046,0.002,-0.01332,0.00211,14.08,180,1.315946816,522603,507313,495022,489399,1542,1536,1360,1427,2487.1,2482.6,2310.8,2643.9,17.31,17.31,15.47,15.47,3.91,3.91,3.49,3.49
IT_1626-0144301,0.01613,0.00074,-0.5153,0.023,0.00829,0.00069,-0.01383,0.00076,14.65,1346,1.272,2219227,2152166,2238613,2196916,2354,2345,2106,2239,5357.8,5396.8,4662.6,5980.5,15.89,15.89,13.96,13.96,3.77,3.77,3.31,3.31
IT_1624-0143003,0.02413,0.00185,-0.4398,0.0385,0.01538,0.00177,-0.01859,0.00191,15.49,726,1.26,368512,353982,357299,345708,973,977,894,862,949.8,987.4,1012.6,909.8,15.77,15.77,13.49,13.49,3.79,3.79,3.24,3.24
IT_1611-0128437,0.02926,0.00171,-0.5634,0.0292,0.01257,0.00156,-0.02642,0.00174,13.45,114,1.664,464614,439345,471836,459102,1100,1120,1044,1010,1323.2,1446.6,1449.4,1316.7,15.22,15.22,13.34,13.34,3.87,3.87,3.4,3.4
IT_1620-0140509,0.01938,0.00132,-0.5324,0.0342,0.00939,0.00122,-0.01695,0.00135,14.56,576,1.257,950247,915796,937326,917847,1785,1780,1604,1591,3487.2,3510.9,3532.5,3480.8,16.13,16.13,13.86,13.86,3.64,3.64,3.13,3.13
IT_1628-0143655,0.01543,0.00196,-0.4271,0.0643,0.01013,0.00187,-0.01163,0.00203,15.02,450,1.282,399157,388801,404077,395095,1152,1105,1057,1060,1407,1262.1,1317.2,1347.7,16.37,16.37,14.93,14.93,3.78,3.78,3.44,3.44
IT_1619-0138159,0.01991,0.00193,-0.4559,0.0488,0.01219,0.00183,-0.01574,0.00199,15.09,483,1.327,461468,445813,475444,462964,1302,1250,1194,1235,1433.2,1297.3,1285.4,1437.7,18.49,18.49,17.25,17.25,3.77,3.77,3.52,3.52
IT_1625-0144235,0.01602,0.00209,-0.4654,0.0659,0.00957,0.00207,-0.01285,0.0021,15.94,1164,1.42,431351,419122,416584,407784,1265,1256,1202,1212,1400.7,1387.1,1366.2,1412.2,18.23,18.23,17.38,17.38,3.58,3.58,3.41,3.41
IT_1629-0138246,0.02422,0.00183,-0.402,0.0379,0.01681,0.00182,-0.01744,0.00184,15.49,726,1.264,522039,502623,540712,521682,1211,1442,1362,1366,1895.2,3171.8,2525.3,2582.8,14.35,14.35,14.66,14.66,3.66,3.66,3.74,3.74
IT_1614-0127036,0.01855,0.00131,-0.5594,0.0355,0.0081,0.00131,-0.01669,0.00131,13.7,138,1.574,633032,610381,610954,599805,1165,1143,1130,1107,1218.5,1170.2,1233.3,1159.1,15.59,15.59,14.9,14.9,3.63,3.63,3.47,3.47
IT_1627-0144956,0.01312,0.00153,-0.513,0.0588,0.0068,0.00147,-0.01122,0.00155,15.14,510,1.261,488942,476647,485227,477616,1070,1047,978,1020,1518.3,1433.5,1341.4,1603.2,13.42,13.42,12.16,12.16,3.92,3.92,3.55,3.55
IT_1625-0143497,0.0148,0.00187,-0.3775,0.0637,0.01078,0.00181,-0.01014,0.00193,15.68,885,1.464,452564,442129,438100,427811,1246,1199,1114,1098,1521.6,1375.1,1466.7,1420.6,17.08,17.08,15.01,15.01,3.44,3.44,3.02,3.02
IT_1626-0143683,0.01344,0.0024,-0.5823,0.0914,0.00531,0.00216,-0.01235,0.00245,14.85,381,1.272,514302,500238,504754,498315,1887,1619,1529,1539,2151.5,1497.5,1803.5,1839.7,23.08,23.08,19.94,19.94,4.24,4.24,3.66,3.66
IT_1626-0144589,0.01423,0.00175,-0.5142,0.0623,0.00735,0.00167,-0.01219,0.00178,15.91,1128,1.269,452845,440594,452301,444717,1133,1120,1064,1060,1418.3,1389.5,1399.4,1395.5,15.49,15.49,14.2,14.2,3.69,3.69,3.38,3.38
IT_1622-0144765,0.0164,0.00205,-0.5361,0.063,0.00784,0.002,-0.01441,0.00206,15.25,570,1.333,370637,359000,360341,353947,1052,1074,955,1057,1665,1796.8,1438.6,1989.6,13.58,13.58,12.68,12.68,3.92,3.92,3.66,3.66
IT_1623-0140899,0.02914,0.00129,-0.4449,0.0222,0.01834,0.00123,-0.02264,0.00133,14.61,606,1.342,886810,844979,911389,876609,1637,1628,1559,1548,2459.6,2473.1,2452.8,2452.7,17.13,17.13,15.89,15.89,3.86,3.86,3.58,3.58
IT_1626-0144105,0.02389,0.00232,-0.5062,0.0489,0.01266,0.00218,-0.02026,0.00237,14.88,262,1.264,375023,359025,382734,372340,1321,1144,1163,1168,1404.9,973.2,1171.9,1197.4,19.58,19.58,18.17,18.17,3.86,3.86,3.58,3.58
IT_1625-0143006,0.0249,0.00199,-0.53,0.0402,0.01217,0.00183,-0.02172,0.00204,15,444,1.26,442823,422703,416374,405459,1297,1199,992,1131,2317.8,1897.7,1651.8,2547.6,14.85,14.85,12.04,12.04,3.94,3.94,3.2,3.2
IT_1606-0129605,0.02018,0.00078,-0.5675,0.0192,0.00852,0.00072,-0.01829,0.00079,10.51,42,1.515,1272592,1223071,1378711,1352445,1398,1379,1411,1387,1224.1,1219.5,1263.3,1179.6,15.12,15.12,14.16,14.16,4.01,4.01,3.76,3.76
IT_1624-0142948,0.02388,0.00243,-0.5328,0.0512,0.01156,0.00243,-0.0209,0.00243,15.68,885,1.325,448771,429088,437803,426853,1528,1491,1504,1468,1450.8,1379.7,1448.2,1371.3,22.23,22.23,21.92,21.92,3.41,3.41,3.37,3.37
IT_1627-0145188,0.01498,0.00203,-0.2105,0.0686,0.01367,0.00202,-0.00612,0.0021,15.24,564,1.319,380026,374261,365900,355242,1109,1127,974,1076,1670.6,1763.6,1434.6,1976.9,14.49,14.49,13.04,13.04,3.6,3.6,3.24,3.24
IT_1630-0130274,0.0082,0.00143,-0.4307,0.0892,0.00534,0.0014,-0.00622,0.00146,14.71,333,1.268,600023,590803,592519,584926,1231,1223,1165,1161,1201.6,1189,1194.5,1192.5,17.49,17.49,16.14,16.14,3.49,3.49,3.22,3.22
IT_1615-0128423,0.01891,0.00151,-0.5796,0.0402,0.00757,0.00154,-0.01734,0.00151,11.87,51,1.485,527402,507899,488816,480409,1097,1111,1060,1045,1179.3,1270.8,1245.6,1203.7,15.32,15.32,14.5,14.5,3.93,3.93,3.72,3.72
IT_1611-0127240,0.00387,0.00049,0.1222,0.0643,0.00375,0.00049,0.00094,0.00049,10.12,42,1.465,2683158,2679675,2593852,2568799,1852,1850,1807,1787,1215.8,1211.5,1254.2,1169.3,15.83,15.83,14.85,14.85,3.7,3.7,3.47,3.47
IT_1619-0138728,0.02194,0.00127,-0.43,0.029,0.01432,0.00125,-0.01663,0.00128,14.82,372,1.278,633357,610764,644067,624499,1143,1118,1126,1116,1270.5,1206.1,1237.4,1234.8,14.77,14.77,14.43,14.43,4,4,3.9,3.9
IT_1626-0143928,0.02292,0.00213,-0.4338,0.0468,0.01482,0.00195,-0.01748,0.00226,15,444,1.26,384392,370052,398391,385900,1255,1157,1000,1148,2334.5,1896.4,1647.5,2548,14.53,14.53,12.4,12.4,3.86,3.86,3.29,3.29
IT_1626-0144721,0.01507,0.00216,-0.5614,0.0725,0.00653,0.00209,-0.01358,0.00217,15.9,1116,1.535,380536,369218,364874,359346,1153,1149,1061,1075,1465.8,1467.7,1430,1494.6,16.23,16.23,14.81,14.81,3.78,3.78,3.45,3.45
IT_1614-0127918,0.0203,0.00097,-0.5001,0.0238,0.01096,0.00095,-0.01708,0.00098,13.68,135,1.519,981686,945853,972426,949229,1342,1318,1298,1273,1207.3,1166,1218.6,1149.4,16.59,16.59,15.45,15.45,3.53,3.53,3.29,3.29
IT_1614-0127351,0.01602,0.00141,-0.4873,0.0442,0.00899,0.00134,-0.01326,0.00144,13.41,111,1.56,552427,536341,546974,536034,1101,1118,1041,1012,1297,1403,1412.7,1284.9,14.49,14.49,12.62,12.62,3.73,3.73,3.25,3.25
IT_1610-0129701,0.02133,0.00062,-0.5688,0.0144,0.00896,0.00062,-0.01936,0.00062,10.32,42,1.246,1811098,1736983,1795052,1759286,1552,1539,1562,1547,1171,1236.2,1211.3,1189.1,14.53,14.53,14.81,14.81,3.94,3.94,4.02,4.02
IT_1613-0126432,0.01658,0.00102,-0.5639,0.0307,0.00711,0.00102,-0.01498,0.00102,10.98,45,1.42,837798,810600,809940,796740,1180,1186,1162,1149,1174.2,1259.1,1235.5,1199.6,14.01,14.01,13.49,13.49,4.04,4.04,3.89,3.89
IT_1614-0128140,0.02192,0.00059,-0.3651,0.0133,0.01634,0.00058,-0.01462,0.00059,10.34,42,1.444,1825472,1767403,1789932,1728561,1499,1491,1460,1440,1156.8,1256.1,1198.6,1211,12.37,12.37,11,11,3.51,3.51,3.12,3.12
IT_1621-0143027,0.0207,0.00151,-0.4795,0.0367,0.01189,0.00149,-0.01695,0.00153,14.91,405,1.312,638920,615734,624809,608773,1398,1314,1292,1302,1493.6,1260,1352.5,1406,18.69,18.69,17.6,17.6,3.88,3.88,3.65,3.65
IT_1610-0129725,0.02331,0.00147,-0.571,0.0315,0.00969,0.00148,-0.0212,0.00146,13.01,84,1.55,642422,613881,624391,611050,1277,1316,1305,1284,1244.5,1408.1,1352.9,1299.1,17.84,17.84,17.87,17.87,3.73,3.73,3.74,3.74
IT_1614-0127535,0.01957,0.00136,-0.4783,0.0349,0.01128,0.00134,-0.016,0.00138,13.67,135,1.465,618843,597559,613314,598308,1194,1174,1156,1133,1202.8,1161.6,1213,1149.1,16.5,16.5,15.62,15.62,3.77,3.77,3.57,3.57
IT_1625-0143379,0.01703,0.00171,-0.4279,0.0507,0.01116,0.00168,-0.01286,0.00174,14.48,267,1.264,506437,492094,497863,485793,1216,1242,1174,1161,1187.7,1282.1,1245.9,1221.5,18.08,18.08,16.89,16.89,3.66,3.66,3.42,3.42
IT_1625-0143487,0.021,0.00213,-0.4377,0.051,0.01345,0.00203,-0.01612,0.00219,15.9,1116,1.492,359698,347211,359260,348950,1100,1093,1013,1020,1455.2,1449.3,1420.9,1470.7,15.47,15.47,13.97,13.97,3.94,3.94,3.56,3.56
IT_1610-0129451,0.01525,0.00091,-0.613,0.03,0.00516,0.0009,-0.01435,0.00091,11.01,45,1.42,988954,958065,967810,955764,1255,1260,1230,1220,1177.1,1259.4,1230.4,1202.9,14.37,14.37,13.58,13.58,3.99,3.99,3.77,3.77
IT_1612-0128772,0.0211,0.00133,-0.5907,0.0315,0.00801,0.00132,-0.01952,0.00133,13.5,117,1.249,604275,579373,576794,566375,1121,1103,1072,1057,1151.2,1124.1,1156.7,1115.6,15.26,15.26,14.31,14.31,3.57,3.57,3.35,3.35
IT_1623-0142015,0.01952,0.00137,-0.3698,0.0351,0.01442,0.00134,-0.01315,0.0014,14.55,285,1.272,486406,472335,477987,463373,950,942,896,888,1140.4,1134.7,1136.4,1138.7,12.39,12.39,11.02,11.02,3.83,3.83,3.41,3.41
IT_1625-0144196,0.01845,0.00219,-0.537,0.06,0.00879,0.00215,-0.01622,0.0022,15.91,752,1.408760291,279524,269780,264308,259128,859,852,794,799,912.1,907.7,894.5,926.6,14.42,14.42,13.08,13.08,3.61,3.61,3.27,3.27
IT_1626-0143943,0.02436,0.00241,-0.45,0.0498,0.01514,0.00239,-0.01908,0.00242,15.31,606,1.386,431172,413760,439489,425433,1425,1466,1478,1446,1392,1511.8,1488.3,1419.2,21.05,21.05,21.25,21.25,3.97,3.97,4,4
IT_1622-0144483,0.03708,0.00213,-0.4207,0.0288,0.02471,0.00209,-0.02765,0.00216,15.49,726,1.251,403025,380187,439410,417290,1083,1292,1267,1261,1865.8,3120.5,2494.2,2507.2,13.15,13.15,13.94,13.94,3.81,3.81,4.04,4.04
IT_1627-0145403,0.01274,0.00215,-0.4225,0.0859,0.00846,0.00209,-0.00953,0.00219,14.86,384,1.311,375926,367698,350442,343802,1113,1186,1021,1033,1315.5,1584.4,1424.3,1486.4,16.33,16.33,14.19,14.19,3.8,3.8,3.3,3.3
IT_1625-0144255,0.01921,0.00194,-0.5906,0.0509,0.0073,0.00185,-0.01777,0.00196,15.7,903,1.423,448390,431428,433192,425973,1212,1220,1126,1119,1347.6,1393.9,1382,1366.9,17.45,17.45,15.71,15.71,3.62,3.62,3.26,3.26
IT_1616-0130997,0.00595,0.00112,-0.3654,0.0962,0.00443,0.0011,-0.00397,0.00114,13.57,123,1.314,694036,686455,699995,692286,1121,1110,1085,1073,1176.6,1140.4,1179,1133.3,14.09,14.09,13.02,13.02,3.81,3.81,3.52,3.52
IT_1614-0127185,0.01722,0.00167,-0.4433,0.0488,0.01088,0.0016,-0.01334,0.00171,13.8,147,1.36,458113,444649,431675,421444,1097,1091,962,970,1208.6,1210.6,1177.5,1242.7,15.87,15.87,13.22,13.22,4.16,4.16,3.47,3.47
IT_1628-0142731,0.02498,0.00254,-0.4117,0.0513,0.01698,0.00236,-0.01832,0.00269,15.37,642,1.451,375622,361008,402677,388367,1322,1474,1224,1400,1685.4,2226.4,1604.2,2301.8,18.02,18.02,16.63,16.63,3.81,3.81,3.52,3.52
IT_1619-0138766,0.00631,0.00111,-0.126,0.0902,0.00611,0.00111,-0.00157,0.00117,13.44,114,1.252,637619,633702,643992,634767,1050,1048,1006,1001,1093.5,1093.7,1093.8,1090.8,13.31,13.31,11.93,11.93,3.86,3.86,3.46,3.46
IT_1617-0135353,0.01598,0.00171,-0.3597,0.054,0.01202,0.00166,-0.01053,0.00178,13.42,111,1.621,428699,418490,413833,403112,1056,1078,972,942,1309.7,1419.2,1428,1299.5,14.71,14.71,12.5,12.5,3.74,3.74,3.18,3.18
IT_1611-0128409,0.02391,0.00119,-0.5519,0.025,0.01076,0.0012,-0.02135,0.00119,11.36,48,1.388,671114,641100,633118,618264,1103,1108,1068,1056,1184.3,1270.2,1240,1211.2,13.85,13.85,13.1,13.1,3.97,3.97,3.76,3.76
IT_1625-0144067,0.01108,0.00108,-0.5879,0.0492,0.00426,0.001,-0.01022,0.0011,14.33,468,1.315,1072015,1047184,1076501,1065000,1647,1638,1525,1515,2401.6,2397.7,2418.4,2382.8,16.61,16.61,14.58,14.58,3.59,3.59,3.15,3.15
IT_1623-0141663,0.01977,0.00226,-0.3812,0.0577,0.0143,0.00226,-0.01366,0.00226,15.11,495,1.431,446602,433245,446010,432476,1412,1403,1398,1406,1209.9,1199.6,1186.9,1214.8,22.07,22.07,22.02,22.02,3.87,3.87,3.87,3.87
IT_1629-0138087,0.02117,0.0017,-0.4873,0.0404,0.01189,0.00166,-0.01752,0.00172,14.89,396,1.289,622041,598787,628986,612847,1574,1395,1450,1469,1922.3,1395.9,1618.4,1696,19.48,19.48,18.97,18.97,3.8,3.8,3.7,3.7
IT_1630-0130072,0.01693,0.00152,-0.3713,0.0452,0.01247,0.0015,-0.01145,0.00155,14.76,351,1.415,469983,457945,453442,441291,1020,1015,950,946,1162.2,1164.8,1155,1169.2,14.27,14.27,12.77,12.77,3.77,3.77,3.37,3.37
IT_1626-0144840,0.01342,0.00223,-0.5494,0.0845,0.0061,0.00199,-0.01195,0.00228,15.52,750,1.381,384561,374336,399683,393962,1221,1228,1132,1106,1458.2,1493,1520,1429.3,17.46,17.46,15.43,15.43,3.77,3.77,3.33,3.33
IT_1626-0144447,0.0199,0.0026,-0.2565,0.0661,0.01734,0.00245,-0.00977,0.00303,15.1,489,1.29,373697,365353,440535,424578,1579,1586,1510,1489,1223.6,1241.9,1258.2,1227.1,25.17,25.17,23.4,23.4,4.39,4.39,4.08,4.08
IT_1624-0142560,0.00847,0.0018,-0.1182,0.1099,0.00823,0.00179,-0.00198,0.00206,14.99,438,1.274,422852,419901,439840,431699,1276,1174,1029,1168,2373.1,1887.8,1689.5,2547.1,14.5,14.5,12.4,12.4,3.72,3.72,3.18,3.18
IT_1627-0144392,0.01575,0.0013,-0.3574,0.0414,0.01189,0.00129,-0.01032,0.00131,14.01,177,1.261,563157,549973,545504,531505,1034,1027,986,978,1111.9,1109.5,1115.1,1109,13.76,13.76,12.68,12.68,3.9,3.9,3.59,3.59
IT_1616-0132421,0.02526,0.00145,-0.402,0.0288,0.01753,0.00141,-0.01819,0.00149,13.62,129,1.423,560033,538394,576041,554966,1167,1146,1142,1118,1194.6,1152.5,1197.7,1143.6,16.51,16.51,15.76,15.76,3.77,3.77,3.6,3.6
IT_1623-0141664,0.03064,0.00213,-0.3129,0.0349,0.02483,0.0022,-0.01795,0.00199,15.08,480,1.294,440233,423422,461141,437820,1245,1190,1369,1421,1462.7,1309.8,1299,1454.5,17.45,17.45,20.54,20.54,3.6,3.6,4.24,4.24
IT_1620-0140122,0.01115,0.00222,-0.4588,0.102,0.00678,0.00213,-0.00886,0.00226,15.2,540,1.586,441420,432352,442311,435392,1397,1399,1317,1327,1202.8,1213.8,1190.4,1219.2,21.9,21.9,20.54,20.54,3.9,3.9,3.66,3.66
IT_1621-0142769,0.02524,0.00134,-0.3857,0.0266,0.01809,0.00134,-0.0176,0.00133,14.43,255,1.255,594047,571746,579606,557768,1105,1093,1085,1074,1136.9,1128.7,1132.3,1130.5,15.06,15.06,14.75,14.75,3.73,3.73,3.65,3.65
IT_1613-0125785,0.00211,0.00032,-0.1983,0.0771,0.00194,0.00032,-0.00081,0.00032,9.27,39,1.323,5741527,5714437,5592093,5558093,2568,2563,2535,2518,1183.2,1185.7,1222.1,1146.8,17.05,17.05,16.61,16.61,3.49,3.49,3.4,3.4
IT_1621-0143461,0.01661,0.00165,-0.4264,0.0499,0.01093,0.00163,-0.01251,0.00166,15.16,519,1.265,472614,459516,462842,451833,1107,1083,1026,1082,1528.9,1447.9,1330.2,1621.5,14.28,14.28,13.6,13.6,4.05,4.05,3.86,3.86
IT_1621-0143584,0.02406,0.00198,-0.4324,0.0413,0.01561,0.00192,-0.01831,0.00202,15.24,564,1.276,387668,372587,395056,382062,1077,1092,1003,1102,1670.7,1777.2,1450.3,1972.8,13.86,13.86,13.27,13.27,3.83,3.83,3.67,3.67
IT_1621-0143058,0.02433,0.00143,-0.4544,0.0294,0.01495,0.00134,-0.01919,0.00148,14.81,366,1.281,546141,523979,556783,539180,1166,1073,1059,1023,1786.5,1377.6,1669.7,1496.2,13.76,13.76,11.96,11.96,3.94,3.94,3.42,3.42
IT_1630-0130301,0.00536,0.00114,-0.2683,0.1096,0.00461,0.00111,-0.00274,0.00121,14.28,370,1.32,884102,876620,892554,882414,1510,1512,1398,1390,1982.3,1998.6,1996.5,1972.2,16.87,16.87,14.8,14.8,3.61,3.61,3.17,3.17
IT_1617-0135230,0.01287,0.00119,-0.5387,0.0463,0.00609,0.00118,-0.01133,0.00119,13.55,123,1.296,692194,674618,674885,665235,1155,1139,1127,1111,1175.2,1140.5,1181.6,1129.3,14.98,14.98,14.42,14.42,3.92,3.92,3.77,3.77
IT_1621-0143477,0.02009,0.00228,-0.5274,0.0573,0.00991,0.00228,-0.01747,0.00228,15.11,495,1.41,401224,386254,391391,382860,1281,1260,1243,1258,1252.3,1214.3,1204.3,1254.9,19.7,19.7,19.4,19.4,3.98,3.98,3.92,3.92
IT_1629-0138428,0.01543,0.00251,-0.1606,0.0827,0.01464,0.0025,-0.00487,0.00255,15.37,642,1.548,415517,410243,392919,380739,1402,1574,1263,1460,1691.4,2259.1,1607,2339.5,19.02,19.02,17.35,17.35,3.72,3.72,3.39,3.39
IT_1613-0126536,0.02008,0.00178,-0.533,0.0445,0.00971,0.00178,-0.01758,0.00178,14,174,1.31,495226,476621,476927,466721,1227,1216,1226,1148,1557.7,1543.7,1695.3,1403,16.24,16.24,15.74,15.74,3.79,3.79,3.68,3.68
IT_1628-0143321,0.00958,0.0019,-0.4223,0.1018,0.00636,0.00187,-0.00716,0.00192,15.03,456,1.262312294,492107,483634,487232,480008,1354,1299,1258,1295,1468.9,1318.6,1327.5,1451,18.99,18.99,18.15,18.15,3.64,3.64,3.48,3.48
